ID,Research Group,Contributors,Year,Expr1,Date,Time,Sreg2,Reg2#, Narative Location,Dec Lat,Dec Long,QL#,QR#,QF#,Photographer 1,Roll 1,Frames 1,Best Left,Best Right,Best Fluke,Comment
485,NMML,,1999,8,8/8/1999,13:13,WVI,11,NEAR BAJO PT.,49.61666667,-126.85,,2,,MG,19,04-37,,,,
485,NMML,,1999,8,8/8/1999,,WVI,11,BAJO REEF,49.6,-126.85,,2,,PJG,5,01-24,,CRC-ER-0485RM.jpg,,
490,NMML,,1999,8,8/13/1999,,WVI,11,APPROX. 8 OFF MATLAHAW PT.,49.38333333,-126.45,2,,,MG,28,01-37,CRC-ER-0490LF.jpg,,,
502,NMML,,2000,9,9/22/2000,,WVI,11,Split Cape,49.4675,-126.5835,2,2,,PJG,4,9-11,,,,
502,NMML,,2000,9,9/22/2000,,WVI,11,Split Cape,49.4675,-126.5835,2,2,,PJG,4,12-23,CRC-ER-0502LF.jpg,CRC-ER-0502RM.jpg,,
504,NMML,,2000,5,5/4/2000,16:41,SJF,7,"Rasmussen Creek and Bullman Beach, Nof",48.33683333,-124.4896667,2,2,,MG,2,01-12,CRC-ER-0504LM.jpg,CRC-ER-0504RM.jpg,,
505,NMML,,2000,6,6/2/2000,12:31,NPS,9,"Gedney Island & Everret Jetty, Between ",47.98333333,-122.2666667,1,,,MG,5,17-37,,,,
506,NMML,,2000,9,9/22/2000,,WVI,11,"Perez Rocks, N",49.43333333,-126.5845,,2,,PJG,5,22-31,,CRC-ER-0506RM.jpg,,
507,NMML,,2001,9,9/6/2001,,NWA,6,Anderson Hd,48.3,-124.6841667,1,1,,MG,30,16-22,,,,
507,NMML,,2001,8,8/30/2001,,NWA,6,"Strawberry Rk, .5 mi SE",48.3145,-124.6931667,,1,,,2,1-11a,,,,Biopsy
508,NMML,,2000,10,10/3/2000,17:21,SJF,7,Sail Rock - Sail River,48.35083333,-124.5333333,3,1,,MG,26,26-36,,CRC-ER-0508RM.jpg,,
508,NMML,,2000,9,9/18/2000,,SJF,7,Green Buoy near Neah Bay,48.38333333,-124.5833333,2,3,,PJG,3,12a-17a,,,,
508,NMML,,2000,10,10/11/2000,,SJF,7,Sail River,48.35083333,-124.5333333,1,2,,PJG,9,1-11,,,,
508,NMML,,2000,10,10/3/2000,9:53,SJF,7,Sail Rock,48.35083333,-124.5333333,1,1,,MG,25,1-31,,,,
509,NMML,,2000,6,6/2/2000,13:12,NPS,9,"Gedney Island & Everret Jetty, Between and then little further N",48,-122.2666667,,2,,MG,6,1a-28a,CRC-ER-0509LM.jpg,,,
510,NMML,,2002,8,8/21/2002,,NWA,6,"White Rk, East",48.13433333,-124.7245,1,1,,MG,6,20-29,,,,2 ER only 1 photographed
510,NMML,,2002,8,8/21/2002,,NWA,6,"Sandpoint, Off ",48.12966667,-124.7255,1,1,,MG,"6,7","30-36,1-14",,,,ER w/ wh. Spot on L biopsied
510,NMML,,2001,8,8/30/2001,,NWA,6,"Strawberry Rk, SE of",48.31533333,-124.6903333,1,2,,,2,12-22,,,,Biopsy
510,NMML,,2000,10,10/12/2000,,NWA,6,"Anderson Point Reef, N side of ",48.29416667,-124.7008333,1,1,,PJG,9,12-27,,,,
510,NMML,,2000,10,10/31/2000,12:32,NWA,6,"Ozette Island, SW of ",48.15266667,-124.7513333,3,1,,MG,27/28,"14-37,1a-36a",,,,
510,MAKAH-NMML,,2010,8,8/5/2010,12:52,NWA,6,Father and Son,48.2286,-124.7078,3,1,,Jonathan Scordino,D70,20100805_D70_47_20100805_D70_64,MAKAH-NMML-JS-20100805-DSC_0047.jpg,MAKAH-NMML-JS-20100805-DSC_0062.jpg,,
510,MAKAH-NMML,,2010,8,8/11/2010,18:57,NWA,6,East Bodelteh,48.1765,-124.7535,1,2,,Jonathan Scordino,D70,20100811_D70_306_20100811_D70_330,MAKAH-NMML-JS-20100811-DSC_0322.jpg,MAKAH-NMML-JS-20100811-DSC_0329.jpg,,
510,MAKAH-NMML,,2012,9,9/12/2012,13:00,NWA,6,West Bodelteh,48.1781,-124.7693,1,3,,Merrill Gosho,MG,20120912_MG_180_20120912_MG_196,20120912_MG_195.jpg,20120912_MG_190.jpg,,
510,MAKAH-NMML,,2012,9,9/12/2012,16:20,NWA,6,South of White Rock,48.1298,-124.7326,2,1,1,Merrill Gosho,MG,20120912_MG_197_20120912_MG_233,20120912_MG_210.jpg,20120912_MG_207.jpg,20120912_MG_209.jpg,
510,MAKAH-NMML,,2012,9,9/12/2012,17:10,NWA,6,Sail Bodelteh,48.1761,-124.7681,2,,,Merrill Gosho,MG,20120912_MG_234_20120912_MG_249,20120912_MG_239.jpg,,,
511,NMML,,2000,8,8/20/2000,11:57,WVI,11,Perez Rocks,49.42983333,-126.5943333,2,,,MG,20,1-37,CRC-ER-0511LM.jpg,,,
514,NMML,,2000,8,8/19/2000,16:22,WVI,11,"Inner Bajo Reef, W end of",49.6055,-126.8588333,,2,,MG,15/16,"1-37,1-37",,CRC-ER-0514RM.jpg,,
515,NMML,,2001,9,9/6/2001,,NWA,6,"Ozette Is, W of",48.15083333,-124.75,1,1,1,MG,31,28-37,,,,
515,NMML,,2001,8,8/30/2001,,NWA,6,Waatch Pt,48.327,-124.6903333,,2,,,2,25-29,,,,Biopsy
515,NMML,,2000,5,5/30/2000,9:44,SJF,7,"Snow Creek, E of",48.35466667,-124.5423333,2,2,,MG,5,01-16,,,,
515,NMML,,2000,6,6/7/2000,9:52,SJF,7,"Waadah Island, SW of",48.37566667,-124.5928333,2,1,,MG,9,1a-14a,CRC-ER-0515LM.jpg,CRC-ER-0515RM.jpg,,
516,NMML,,2000,7,7/18/2000,9:30,SJF,7,Third Beach,48.37116667,-124.5718333,1,2,,MG,10,19-37,CRC-ER-0516LB.jpg,CRC-ER-0516RM.jpg,,
516,NMML,,2000,10,10/3/2000,9:53,SJF,7,Sail Rock,48.35083333,-124.5333333,,2,,MG,25,1-31,,,,
516,NMML,,2000,10,10/3/2000,17:21,SJF,7,Sail Rock - Sail River,48.35083333,-124.5333333,3,2,,MG,26,26-36,,CRC-ER-0516RB.jpg,,
518,NMML,,2000,8,8/19/2000,16:22,WVI,11,"Inner Bajo Reef, W end of",49.6055,-126.8588333,,2,,MG,15/16,"1-37,1-37",,CRC-ER-0518RM.jpg,,
525,NMML,,2002,9,9/7/2002,,SVI,10,"Barkley Sound, off Starlight Reef",48.895,-125.4686667,1,2,,PJG,3,1-10,,,,
525,NMML,,2000,9,9/22/2000,,WVI,11,"Perez Rocks, N",49.43333333,-126.5845,2,,,PJG,5,4-21,,,,
525,NMML,,2008,10,10/30/2008,2:56,SJF,7,"Waadah, W",48.3823,-124.6076,2,1,,Merrill Gosho,EROct_PJG/10-30-2008,1-50,DSC_0024,DSC_0036,,"Previously ER C and ER Y, now consolidated"
525,MAKAH-NMML,,2010,9,9/14/2010,11:54,NWA,6,Ozette Reef to East Bodelteh,48.1803,-124.7381,2,1,,Jonathan Scordino,D70,20100914_D70_46_20100914_D70_130,MAKAH-NMML-JS-20100914-DSC_0108.jpg,MAKAH-NMML-JS-20100914-DSC_0101.jpg,,
525,MAKAH-NMML,,2010,9,9/15/2010,12:02,NWA,6,East Bodelteh,48.177,-124.7526,,2,,Jonathan Scordino,D70,20100915_D70_22_20100915_D70_24,,MAKAH-NMML-JS-20100915-DSC_0023.jpg,,
528,NMML,,2000,8,8/20/2000,12:18,WVI,11,Perez Rocks,49.42983333,-126.5943333,,2,,MG,21/22,"1-37,1-8",,CRC-ER-0528RB.jpg,,
529,NMML,,2001,7,7/6/2001,,SVI,10,0,48.64083333,-124.8146667,2,1,,MG,15,16-24,,,,
529,NMML,,2001,8,8/10/2001,,WVI,11,"Perez Rks, S of",49.395,-126.5813333,,1,,MG,"27,28","17a-E,1-22",,,,
529,NMML,,2000,9,9/23/2000,,SVI,10,"Nitnat Buoy, 1 mi E of ",48.66666667,-124.8333333,1,2,,PJG,8,0a-4a,CRC-ER-0529LM.jpg,,,
530,NMML,,2000,5,5/23/2000,12:01,NWA,6,Duck Point,48.21766667,-124.7183333,2,,,MG,4,27-31,CRC-ER-0530LM.jpg,,,
532,NMML,,2001,8,8/30/2001,,NWA,6,"Bodelteh, S of E",48.16666667,-124.75,,2,,,3,26-36,,,,
532,NMML,,2000,10,10/3/2000,15:48,NWA,6,"Father & Son, S of",48.21766667,-124.7135,1,1,,MG,26,9-25,,,,
532,NMML,,2005,8,8/26/2005,16:52,NWA,6,Skagway,48.36166667,-124.7233333,1,2,,RSJ,2005WA-ER-08-26,22-32,,,,
532,NMML,,2006,6,6/14/2006,12:59,NWA,6,Northern WA Outer Coast,48.1478,-124.7443,1,1,2,Merrill Gosho,2006NB-June14,1-46,"DSC_0007, DSC_0045",DSC_0026,"DSC_0008, DSC_0041",
532,MAKAH-NMML,,2011,7,7/19/2011,12:27,NWA,6,,48.1788,-124.761,1,,,Adrianne Akmajian,D70s,20110719_D70s_1448_20110719_D70s_1472,,20110719_D70s_1463.JPG,,Whale biopsied last year by JJ.
532,MAKAH-NMML,,2011,7,7/19/2011,13:54,NWA,6,,48.159,-124.7601,,2,,Adrianne Akmajian,D70s,20110719_D70s_1519_20110719_D70s_1524,,20110719_D70s_1520.JPG,,
532,MAKAH-NMML,,2012,6,6/27/2012,10:07,NWA,6,Anderson Rocks/Anderson Head,48.3051,-124.6925,2,1,,Adrianne Akmajian,D70s,20120627_D70s_1610_20120627_D70s_1665,20120627_D70s_1643.jpg,20120627_D70s_1628.jpg,,
532,MAKAH-NMML,,2012,7,7/1/2012,12:27,NWA,6,Makah Bay,48.3273,-124.6838,2,,,Adrianne Akmajian,D70s,20120701_D70s_2026_20120701_D70s_2029,20120701_D70s_2028.jpg,,,Did have right photograph but files on camera were corrupted and unable to download.
532,MAKAH-NMML,,2012,7,7/18/2012,9:45,NWA,6,Wa'atch/Greenbank,48.339,-124.7021,1,2,,Intern Courtney Winck,D70s,20120718_D70s_2513_20120718_D70s_2530,20120718_D70s_2516.jpg,20120718_D70s_2520.jpg,,
532,MAKAH-NMML,,2012,9,9/12/2012,10:08,NWA,6,South of Greenbank,48.3458,-124.7121,,1,,Jonathan Scordino,D70,20120912_D70_2866_20120912_D70_2889,,20120912_D70_2882.jpg,,
532,MAKAH-NMML,,2012,9,9/26/2012,10:20,NWA,6,Makah Bay,48.3338,-124.6963,2,3,2,Adrianne Akmajian,D70s,20120926_D70s_4106_20120926_D70s_4115,20120926_D70s_4111.jpg,20120926_MG_41.jpg,20120926_D70s_4109.jpg,
532,MAKAH-NMML,,2013,8,8/21/2013,11:42,NWA,6,Guano,48.1791,-124.744,1,1,,Adrianne Akmajian,D200,20130821_D200_6823-20130821_D200_6894,20130821_D200_6891.jpg,20130821_D200_6835.jpg,,
532,MAKAH-NMML,,2013,8,8/21/2013,11:56,NWA,6,East Bod to West Bod,48.1793,-124.7585,1,2,,Adrianne Akmajian,D200,20130821_D200_6895-20130821_D200_6979,20130821_D200_6923.jpg,20130821_D200_6958.jpg,,-Sighting Comments: Whales from sighting 15 joined this sighting.
532,MAKAH-NMML,,2014,6,6/11/2014,18:31,NWA,6,Makah Bay,48.3138,-124.6883,2,1,,Jonathan Scordino,JON,20140611_JON_2042-20140611_JON_2118,20140611_JON_2103.jpg,20140611_JON_2068.jpg,,
532,MAKAH-NMML,,2014,6,6/18/2014,11:47,NWA,6,WA Outer Coast,48.3536,-124.7141,2,5,,Adrianne Akmajian,AMA,20140618_AMA_2948-20140618_AMA_2969,20140618_AMA_2952.jpg,20140618_AMA_2968.jpg,,
537,NMML,,2007,7,7/14/2007,13:31,SOR,3,"Oxford Reef, OR",42.7881,-124.5965,1,,,Merrill Gosho,2007NB-July14MG,1-41,DSC_0003,,,
537,NMML,,2008,7,7/26/2008,3:45,SOR,3,"Cape Blanco, OR",42.83,-124.59,2,2,,Merrill Gosho,BlancoJul26pjg,211-232,DSC_0228,DSC_0223,,"Previously ER D, ER U and ER T, now reconciled"
537,NMML,,2010,7,7/8/2010,19:18,SOR,3,Cape Blanco,42.8208,-124.5718,2,,,Pat Gearin,ENP/Working 2010/NMML 2010,1197-1231,NMML-20100708-PJG-IMG_1217.jpg,,,NMML-20100708-PJG-DSC_0043.JPG
537,MAKAH-NMML,,2011,7,7/19/2011,10:02,NWA,6,,48.3273,-124.6938,1,2,,Adrianne Akmajian,D70s,20110719_D70s_1403_20110719_D70s_1435,,20110719_D70s_1434.JPG,,
538,NMML,,2005,9,9/5/2005,10:08,KAK,14,off Ugak,57.35,-152.5166667,,2,,MG,Kod-9-05-05,248-276,,,,
538,NMML,,2005,9,9/5/2005,11:08,KAK,14,off Ugak,57.345,-152.51,1,,2,MG,Kod-9-05-05,323-338,,,,
538,NMML,,2005,9,9/1/2005,14:22,KAK,14,offshore Ugak Bay,57.32666667,-152.475,3,,2,MG,Kod-9-01-05,64-111,,,,
538,NMML,,2005,9,9/4/2005,12:58,KAK,14,inside Ugak in skiff,57.365,-152.5166667,1,2,,MG,Kod-9-04-05,148-178,,,,
538,NMML,,2005,9,9/3/2005,12:25,KAK,14,off Ugak Bay ,57.00505,-152.0087333,2,2,2,MG,Kod-9-03-11,183-188,,,,
538,NMML,,2005,9,9/3/2005,15:35,KAK,14,off Ugak,57.00016667,-152.0028333,2,,3,MG,Kod-9-03-05,36-46,,,,
538,NMML,,2005,9,9/5/2005,10:34,KAK,14,off Ugak,57.335,-152.5033333,3,,,MG,Kod-9-05-05,291-313,,,,
538,NMML,,2005,9,9/1/2005,17:03,KAK,14,offshore Ugak Bay,57.34833333,-152.485,,,1,MG,Kod-9-01-05,6-26,,,,
539,NMML,,2000,6,6/2/2000,13:12,NPS,9,"Gedney Island & Everret Jetty, Between and then little further N",48,-122.2666667,,2,,MG,6,1a-28a,,,,
539,NMML,,2000,6,6/2/2000,12:31,NPS,9,"Gedney Island & Everret Jetty, Between ",47.98333333,-122.2666667,2,,,MG,5,17-37,CRC-ER-0539LM.jpg,,,
542,NMML,,2002,9,9/7/2002,,WVI,11,"Cow Bay, Southwest of",49.24116667,-126.1465,,1,,PJG,3,22-32,,,,
542,NMML,,2000,9,9/6/2000,,NWA,6,South Ozette Island,48.15033333,-124.7501667,2,3,,PJG,2,18-23,CRC-ER-0542LM.jpg,CRC-ER-0542RB.jpg,,
543,NMML,,2000,6,6/2/2000,14:57,NPS,9,"Camano Is,  Langley, Whidbey Island, S tip of, and  S of ",48.03333333,-122.3666667,1,2,,MG,7,1-37,,CRC-ER-0543RM.jpg,,
546,NMML,,2000,6,6/2/2000,13:12,NPS,9,"Gedney Island & Everret Jetty, Between and then little further N",48,-122.2666667,,3,,MG,6,1a-28a,,,,
551,NMML,,2009,7,7/29/2009,12:05,NCA,2,St. Georges Reef,41.7833,-124.3096,2,2,2,Pat Gearin,NMML 2009 Er/2009-07-29-SGR-PJG,98-107,NMML-20090729-PG-DSC_0100.jpg,NMML-20090729-PG-DSC_0106.jpg,NMML-20090729-PG-DSC_0102.jpg,
551,NMML,,2010,7,7/1/2010,13:24,NWA,6,East of East Bodelteh,48.1758,-124.7483,2,2,,Merrill Gosho,ENP/Working 2010/NMML 2010,1-18,NMML-20100701-MG-DSC_0018a.jpg,NMML-20100701-MG-DSC_0012a.jpg,,
554,NMML,,2006,6,6/7/2006,10:50,NWA,6,Western SJF,48.1055,-124.7015,1,2,,Pat Gearin,2006NB-Jun07,19-49,DSC_0040,DSC_0034,,
554,NMML,,2007,7,7/14/2007,13:31,SOR,3,"Oxford Reef, OR",42.7881,-124.5965,2,1,2,Merrill Gosho,2007NB-July14MG,1-41,DSC_0012,DSC_0018,DSC_0041,
554,MAKAH-NMML,,2009,10,10/6/2009,13:09,NWA,6,Carroll Is.,48.0078,-124.7176,2,,,Jonathan Scordino,D70,20091006-d70_116-20091006-D70_186,MAKAH-NMML-JS-20091006-DSC_0125.jpg,,,
555,NMML,,2002,7,7/17/2002,,SOR,3,"Port Orford Reef, off long Br. Rk",42.8,-124.5833333,3,2,,PJG,2,1-15,,,,
561,NMML,,2006,9,9/8/2006,13:45,NWA,6,Northern WA Outer Coast,48.1198,-124.7265,1,,,Merrill Gosho,2006NB-Sept08,1 (2) - 41 (2),DSC_0025 (2),,,
561,MAKAH-NMML,,2009,4,4/29/2009,12:26,NWA,6,,48.1615,-124.7856,2,,,JS,,20090429_101-20090429_248,MAKAH-NMML-20090429-MG-DSC_0052.jpg,,,
561,MAKAH-NMML,,2009,4,4/29/2009,12:26,NWA,6,,48.1615,-124.7856,,2,,JS,,20090429_101-20090429_248,,MAKAH-NMML-20090429-MG-DSC_0097.jpg,,
561,MAKAH-NMML,,2012,9,9/26/2012,10:57,NWA,6,Portage Head,48.2961,-124.6991,1,2,,Jonathan Scordino,D70,20120926_D70_3412_20120926_D70_3444,20120926_D70s_4162.jpg,20120926_D70s_4150.jpg,,
566,NMML,,2002,8,8/17/2002,,KAK,14,Kodiak,57.34616667,-152.4933333,,2,,LM ,5,1-9,,,,2 ER
566,NMML,,2005,9,9/2/2005,10:25,KAK,14,offshore Ugak Bay,57.32833333,-152.47,2,3,,MG,CF2-Kod-9-02-05,40-46,,,,
566,NMML,,2005,9,9/2/2005,17:18,KAK,14,offshore Ugak Bay,57.305,-152.4866667,,1,,MG,CF3-Kod-9-02-05,105-129,,,,
567,NMML,PJG,2003,10,10/5/2003,13:06,NWA,6,"Ozette Is., off South",48.15333333,-124.7538333,1,2,,PJG,9,27-33,CRC-ER-0567L-PJG03R9F30.jpg,CRC-ER-0567R-PJG03R9F32.JPG,,
570,NMML,,2001,7,7/9/2001,,SVI,10,"YJ whistle By, E of",48.64866667,-124.8161667,1,,,MG,22,11-30,,,,
570,NMML,,2001,7,7/6/2001,,SVI,10,"Bonilla Pt, E of",48.57933333,-124.6815,1,,,MG,"14,15","1-E,1-15",,,,
572,NMML,,2001,6,6/28/2001,,SVI,10,Pachena Bay,48.73683333,-125.1263333,1,1,,MG,"10,11","19-E,1-13",,,,
574,NMML,,2001,6,6/28/2001,,SVI,10,"Bonilla Pt, E of",48.574,-124.6595,1,1,,MG,6,8-37,CRC574-L.jpg,,,
576,NMML,,2001,9,9/6/2001,,NWA,6,Portage Hd,48.28333333,-124.6841667,3,,,MG,30,23-36,,,,
577,NMML,,2001,7,7/6/2001,,SVI,10,"Bonilla Pt, E of",48.57933333,-124.6815,,1,2,MG,"14,15","1-E,1-15",,,,
581,NMML,,2005,9,9/2/2005,10:38,KAK,14,offshore Ugak Bay,57.31833333,-152.505,1,2,,MG,CF2-Kod-9-02-05,47-80,,,,
583,NMML,,2008,11,11/18/2008,9:41,SJF,7,Rasmussen Cr,48.347,-124.5155,,2,,Merrill Gosho,11-18-2008 pjg,353-361,,DSC_0359,,
583,NMML,,2008,12,12/10/2008,15:14,SJF,7,Bullman Beach,48.3593,-124.5341,2,2,,Merrill Gosho,12-10-2008pjg,30-85,DSC_0044,DSC_0077,,
583,MAKAH-NMML,,2009,9,9/14/2009,15:17,SJF,7,Strait of Juan de Fuca,48.3458,-124.5028,2,2,,Jonathan Scordino,D70,20090914-D70_63-20090914-D70_95,MAKAH-NMML-20090914-JH-DSC_0037.jpg,MAKAH-NMML-20090914-JH-DSC_0067.jpg,,
583,MAKAH-NMML,,2009,9,9/15/2009,8:35,SJF,7,Waadah,48.3883,-124.602,2,2,,Jonathan Scordino,D70,20090915-D70_96-20090915-D70_209,MAKAH-NMML-20090915-JH-DSC_0109.jpg,MAKAH-NMML-20090915-JH-DSC_0194.jpg,,
587,NMML,,2002,4,4/20/2002,,SJF,7,"Sail Rv, Mouth",48.36316667,-124.5555,1,1,,MG,1,17-37,,,,
587,NMML,,2001,6,6/28/2001,,SVI,10,"Bonilla Pt, E of",48.574,-124.6595,1,1,,MG,6,8-37,,,,
587,NMML,,2001,7,7/6/2001,,SVI,10,"Bonilla Pt, E of",48.57933333,-124.6815,1,2,,MG,"14,15","1-E,1-15",CRC-ID-587L2.jpg,,,
592,NMML,,2001,9,9/6/2001,,NWA,6,Portage Hd,48.28333333,-124.6841667,1,,,MG,31,1-12,,CRC-ER-0592R.jpg,,
593,NMML,,2001,7,7/6/2001,,SVI,10,"Bonilla Pt, E of",48.57933333,-124.6815,,1,,MG,"14,15","1-E,1-15",,CRC-ER-0593R.jpg,,
595,NMML,,2001,6,6/26/2001,,NWA,6,"Yellow Bnk, S of",48.06066667,-124.7028333,,3,,MG,5,7-14,CRC-ER-0595L.jpg,,,
595,NMML,,2001,6,6/26/2001,,NWA,6,"Hand Rk, E of",48.04483333,-124.6975,2,1,,MG,"3,4","19-37,1-37",,CRC595-R2.jpg,,
596,NMML,,2001,6,6/26/2001,,NWA,6,"Hand Rk, E of",48.04483333,-124.6975,1,1,,MG,"3,4","19-37,1-37",,,,
596,NMML,,2001,6,6/28/2001,,SVI,10,Klanawa Rv mouth,48.69483333,-124.966,3,2,,MG,"7,8","1-E,1-30",,,,
598,NMML,,2001,7,7/9/2001,,SVI,10,Edward King Is,48.83166667,-125.2306667,1,2,,MG,19,1-16,CRC-ER-0598L.jpg,CRC-ER-0598R.jpg,,
601,NMML,,2001,7,7/9/2001,,SVI,10,"Amphetrite Pt, NW of",48.94233333,-125.5973333,,3,,MG,18,21-24,,,,
602,NMML,,2001,6,6/13/2001,,NWA,6,"Sand Pt, S of",48.1175,-124.7186667,1,,,MG,2,10-37,CRC-ER-0602L.jpg,,,
603,NMML,,2001,6,6/26/2001,,NWA,6,"Bodelteh, Off Sail",48.17566667,-124.7665,3,2,,MG,3,1-18,,,,
603,NMML,,2001,7,7/31/2001,,NWA,6,"Bodelteh, S of W",48.17516667,-124.7683333,2,3,,MG,23,15-36,CRC603-L.jpg,CRC603-R.jpg,,
604,NMML,,2001,6,6/26/2001,,NWA,6,Greenbank,48.34666667,-124.7035,1,1,,MG,5,15-32,,,,
604,NMML,,2005,9,9/1/2005,14:22,KAK,14,offshore Ugak Bay,57.32666667,-152.475,,1,,MG,Kod-9-01-05,64-111,,,,
604,NMML,,2005,9,9/2/2005,11:15,KAK,14,offshore Ugak Bay,57.28833333,-152.51,,2,,MG,CF2-Kod-9-02-05,81-95,,,,
604,NMML,,2005,9,9/4/2005,12:58,KAK,14,inside Ugak in skiff,57.365,-152.5166667,2,,,MG,Kod-9-04-05,148-178,,,,
604,NMML,,2005,9,9/4/2005,9:51,KAK,14,Ugak Bay,57.01666667,-152.004,2,1,316,MG,Kod-9-04-05,79-97,,,,
605,NMML,,2002,8,8/22/2002,,NWA,6,"Portage Head, Off",48.288,-124.6953333,1,1,,MG,"7,8","29-35,1-24",,,,
605,NMML,,2001,6,6/27/2001,,SJF,7,"Rasmussen Ck, W of",48.34283333,-124.5036667,1,1,,MG,"5,6","33-37,1-7",,,,
605,NMML,,2001,8,8/3/2001,,NWA,6,Makah Bay,48.3115,-124.6705,2,1,,MG,24,1-10,,,,
605,NMML,,2001,11,11/8/2001,,SJF,7,Warmhouse Bch,48.38416667,-124.6666667,2,2,,MG,33,25-31,,,,
605,NMML,,2001,8,8/30/2001,,NWA,6,"Ozette Is, NW of",48.16566667,-124.7565,,1,,,3,1-5?,,,,
605,NMML,,2001,8,8/30/2001,,NWA,6,"Ozette Is, S",48.15,-124.75,1,,,,3,6-15,,,,
605,NMML,,2001,8,8/30/2001,,NWA,6,"Ozette Is, N",48.16666667,-124.75,3,,,,3,16-25,,,,
605,NMML,,2001,11,11/7/2001,,SJF,7,Warmhouse Bch,48.38416667,-124.6666667,3,3,,MG,"32,33","22-36, 1-19",,,,
605,NMML,MG,2003,9,9/24/2003,11:32,NWA,6,"East Bodelteh, South",48.17316667,-124.7658333,1,2,,MG,9,1-8,,,,
605,NMML,MG,2003,9,9/24/2003,12:20,NWA,6,"Ozette Is., West",48.15633333,-124.7565,2,2,,MG,9,9-19,,,,
606,NMML,,2001,7,7/9/2001,,SVI,10,"Forger Is Cv, E side  ",48.81666667,-125.2333333,1,,,MG,19,17-22,CRC606-L.jpg,,,
607,NMML,,2002,8,8/21/2002,,NWA,6,"Sandpoint, Off ",48.12966667,-124.7255,1,2,,MG,"6,7","30-36,1-14",CRC607-L.jpg,,,ER w/ wh. Spot on L biopsied
607,NMML,,2001,7,7/31/2001,,NWA,6,"Bodelteh, S of W",48.17516667,-124.7683333,2,3,,MG,23,15-36,,,,
608,NMML,,2001,9,9/6/2001,,NWA,6,Greenbank,48.35,-124.6841667,2,,,MG,30,1-15,CRC608-L.jpg,,,
610,NMML,,2001,11,11/7/2001,,SJF,7,Koitlah Pt,48.38916667,-124.6316667,3,1,,MG,32,1-21,,CRC610-R2.jpg,,
610,NMML,,2001,10,10/18/2001,,SJF,7,Seal Rk,48.36666667,-124.5333333,3,2,,PJG,4,4-8,,,,Biopsy
610,NMML,,2001,11,11/7/2001,,SJF,7,Warmhouse Bch,48.38416667,-124.6666667,2,1,,MG,"32,33","22-36, 1-19",CRC610-L.jpg,CRC610-R.jpg,,
611,NMML,,2007,7,7/14/2007,13:31,SOR,3,"Oxford Reef, OR",42.7881,-124.5965,2,,,Merrill Gosho,2007NB-July14MG,1-41,DSC_0021,,,
612,MAKAH-NMML,,2012,6,6/27/2012,10:58,NWA,6,Ozette River,48.1961,-124.7251,2,2,,Adrianne Akmajian,D70s,20120627_D70s_1666_20120627_D70s_1676,20120627_D70s_1667.jpg,20120627_D70s_1676.jpg,,additional R side photo 20120627_D70s_1675
612,MAKAH-NMML,,2012,7,7/17/2012,14:03,SJF,7,Warmhouse,48.3921,-124.6858,2,1,3,Intern,D70s,20120717_D70s_2505_20120717_D70s_2507,20120717_MG_7.jpg,20120717_MG_28.jpg,20120717_MG_31.jpg,
612,MAKAH-NMML,,2012,7,7/18/2012,16:35,SJF,7,Chibadahl,48.3933,-124.6515,,1,,Merrill Gosho,MG,20120718_MG_243_20120718_MG_253,,20120718_MG_253.jpg,,
612,MAKAH-NMML,,2012,8,8/1/2012,10:20,NWA,6,Skagway,48.3678,-124.7325,2,2,,Jonathan Scordino,D70,20120801_D70_1514_20120801_D70_1587,20120801_D70_1558.jpg,20120801_D70_1568.jpg,,
612,MAKAH-NMML,,2012,9,9/13/2012,8:59,WVI,11,East of Sail Rock/end at Snow Creek,49.3616,-124.5453,,1,,Adrianne Akmajian,D70s,20120913_D70s_4040_20120913_D70s_4050,,20120913_D70s_4050.jpg,,
612,MAKAH-NMML,,2012,9,9/27/2012,10:56,SJF,7,Rasmussen Creek,48.3268,-124.4686,2,2,,Adrianne Akmajian,D70s,20120927_D70s_4309_20120927_D70s_4318,20120927_D70s_4318.jpg,20120927_D70s_4313.jpg,,
612,MAKAH-NMML,,2013,8,8/1/2013,15:23,SJF,7,Seal/Sail,48.3605,-124.5445,3,1,,Adrianne Akmajian,D200,20130801_D200_5374-20130801_D200_5395,20130801_D200_5394.jpg,20130801_D200_5388.jpg,,"-Sighting Comments: Initially appeared feeding, they seemed to travel away from boat."
612,MAKAH-NMML,,2013,8,8/22/2013,9:03,SJF,7,WA Strait of Juan de Fuca,48.3491,-124.5101,1,,,Adrianne Akmajian,D200,20130822_D200_7143-20130822_D200_7153,20130822_MG_258.jpg,,,"-Sighting Comments: FYI for photos-Merrill recorded  as 1 sighting where we split as sightings 4, 5, and 6.  -ID Comments: FYI for photos-Merrill recorded  as 1 sighting where we split as sightings 4, 5, and 6."
612,MAKAH-NMML,,2013,8,8/25/2013,15:05,SJF,7,Bullman Beach,48.3531,-124.5301,1,3,,Adrianne Akmajian,D200,20130825_D200_7195-20130825_D200_7204,0130825_D200_7204.jpg,20130825_D200_7196.jpg,,
635,NMML,,2008,7,7/26/2008,3:45,SOR,3,"Cape Blanco, OR",42.83,-124.59,1,2,,Merrill Gosho,BlancoJul26pjg,211-232,DSC_0229,DSC_0217,,"Previously ER C and ER X, now reconciled"
